Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Tender care,ananuraz,"Combination, 18 and Under",ananuraz recommends this product!,09 Sep 2020,"Beli karena temenku join wkwk. Iseng sih niatnya. Tp ternyata dia multifungsi bgt, sebelas duabelas sama vaseline. Aku pakein di bibir dia ngelembabin dan memerahkan meskipun ga terlalu. Aku olesin di bekas luka juga memudar tapi emg ga sebentar.",4
Tender care,cantika01,"Combination, 18 and Under",cantika01 recommends this product!,08 Sep 2020,"beli ini dari temenku yg gabung member oriflame. ini produk nya bagus banget sih, kalo aku pakenya malem sebelum tidur paginya pasti banyak sel kulit mati bibir yg terkelupas, dan pastinya bibirku yg tadinya kering jadi lembab dong",5
Tender care,zakiyyasha,"Combination, 18 and Under",zakiyyasha recommends this product!,03 Sep 2020,"Beli karena bantu tante yang lagi jualan oriflame wkwkwk. Ternyata lumayan bagus sih, aku pake ini sebelum tidur dan paginya lumayan ngelembabin bibir. Sering aku pakai untuk base eyeshadow juga. Sayang bgt isinya kebanyakan menurutku, sedangkan expirednya 2tahunan. Bel ... Read more",5
Tender care,Sintarha,"Combination, 40 - 44",Sintarha recommends this product!,27 Aug 2020,produk jadul taun 90 an dpt dari mama aq sampe skrng masih pake pelembab multifungsi. pelembab ini yg bisa dimana aja dipakai.bahkan penyelamat saat baru tau baru kenal cream dokter yg bikin kulit mengelupas. sembuh dan adem pakai produk ini di wajahwalauaga lengket tap ... Read more,5
Tender care,Luthfiauu,"Normal, 19 - 24",Luthfiauu recommends this product!,13 Aug 2020,produk andalan banget ini tuh. berawal dari temen aku yg ngrekomendasiin ini. dia lagi jerawatan trus iseng beli ini katanya bisa ngempesin tanpa ninggalin bekas. trus aku ikutan beli juga mumpung ada promo. dan yaaa hasilnya beneran worth it,4
Tender care,fadhilaika_,"Oily, 19 - 24",fadhilaika_ recommends this product!,07 Aug 2020,andalan banget pokoknya ini buat bibirku yanh super duper kering banget sampel kadang pecah pecah gitu di pakekin ini terus besoknya langsing balik lembab lagi cintakk banget sama tendercare nya oriflame ini aku udah pemakainnya ke 2 sekarang saking sukanya,5
Tender care,imafa,"Dry, 18 and Under",imafa recommends this product!,25 Jul 2020,"gila sih ini, multi fungsi bangett. bisa buat bibir, buat scrub, buat alas eyeshadow nempel banget, buat kulit kering, buat jerawat bisa banget, bruntusan apalagii. wuh sukaaaaa. kecil kecil cabe rawit nih produk. dibandingin produk sebelah, ini lebih worth it sih kalo ... Read more",5
Tender care,Destyfp,"Combination, 25 - 29",Destyfp recommends this product!,22 Jul 2020,"Lipbalm yang banyak banget fungsinya ga cuma melembabkan bibir, bisa buat kulit yg luka dan juga sikut tangan yang kering.. harga terjangkau, packaging mungil gampang di bawa kemana-mana.. suka banget pokoknya udah terjamin deh ga perlu diragukan lagi..",5
Tender care,Shahnazvania,,Shahnazvania recommends this product!,21 Jul 2020,"bagus banget, jadi kek multi fungtion gitu, bisa buat kulit kering, menghilangkan bekas luka, melembapkan bibir juga, udah gitu baunya yang enak banget. dengan wadah yg minimalis jadi ga ngabisin tempat. pokoknya bagus deh",5
Aloe Vera Botanical Gel,sitadntr,"Combination, 19 - 24",sitadntr recommends this product!,11 Sep 2020,"Bener2 shooting gel yg bagus banget. Aku pake ini sbg after sun cream, cepet nyerep dan aromanya juga enak. Rasa perih2 akibat sunburn jd cepet ilang. Aku juga pernah pake ini sbg rangkaian skincare setelah pake serum malam hari dan sebelum pake sunscreen pagi hari, and ... Read more",5
Aloe Vera Botanical Gel,diydiyas,"Normal, 19 - 24",diydiyas recommends this product!,11 Sep 2020,produk ini aku impulsif banget sih belinya hehehe tapi ternyata lumayan juga. bahannya natural dan wanginya enak! seger gitu dan adem. teksturnya cair banget jadi cepet nyerap dan dipake dikiiit aja udah bisa dipake di banyak area kulit jadi bisa hemat 🤣🤣🤣. selain it ... Read more,4
Aloe Vera Botanical Gel,nabilla_zhr,18 and Under,nabilla_zhr recommends this product!,08 Aug 2020,"[ PRELOVED ] kondisi 80% an, Exp. date : JAN/2022, Beli langsung di store PIM, dijamin ORI 100%, Harga Beli : 70k, aku jual 45k aja, Ini dpke 1-2 tetes aj muat buat 1 muka irit bgt suka. Aku cocok pke ini enak dipke ny tp pgn nyari lg yg lain. Yg minat lgsg DM IG @nabil ... Read more",5
Aloe Vera Botanical Gel,alvitaprmly,"Combination, 18 and Under",alvitaprmly recommends this product!,11 Jul 2020,"•PRELOVED• tertarik bgt sama salah satu brand lokal ini.setelah review di FD makin tertarik,akhirnya beli di salah satu e-commerce.setelah seminggu pemakaian ternyata yg ada jerawat makin nambah :( bagi yg minat silahkan reply ya sisa masi +- 90% include box juga.",3
Aloe Vera Botanical Gel,fonsacindy,"Oily, 18 and Under",fonsacindy recommends this product!,10 Jun 2020,"Aku pakai produk ini sebagai pengganti pelembab malam hari, karena paling ga cocok dengan moisturizer yang berbentuk krim. Walaupun wajah oily, tapi pada bagian tengah alis/ diatas hidung sering sekali kering, dan produk ini sangat membantu. Bahkan di pagi hari, kulit t ... Read more",5
Aloe Vera Botanical Gel,christinelvia,"Dry, 19 - 24",christinelvia recommends this product!,16 May 2020,"Kalau habis panas2an (a.k.a. berjemur) bisa banget pake ini, rasanya jd dingin enak deh pokoknya. Kalau untuk melembabkan aku kurang tau sih, soalnya biasa pake ini kalau abis pergi dari luar dan kondisi kulit ga lagi kering. Pakenya dikit2 aja yaa, kalau kebanyakan suk ... Read more",5
Aloe Vera Botanical Gel,Mrs_Anggara,"Oily, 35 - 39",Mrs_Anggara recommends this product!,24 Mar 2020,"cerita nya mau cobain produk2 ber natural ingredients gt trus tertarik sm brand ini, pas nyampe paket beli dr lazada, buka paket nya blm nampak produk wangi uda kecium dong, trus aku coba apply ternyata huwaaw lembab bgt, trus di pipi kiri ada kulit kering bgt bekas tem ... Read more",5
Aloe Vera Botanical Gel,adindaprisca,"Combination, 25 - 29",adindaprisca recommends this product!,21 Mar 2020,"ini bener2 shooting gel yg cepet nyerap di kulit sih, pake ini kalo emang lagi hbs kepapar sinar matahari atau kapanpun butuh untuk bikin tenang kulit dari kering atau panas, untuk bau dia hampir ga berbau ya, so far suka sama produk ini dan ga ada masalah di pemakaian",5
Aloe Vera Botanical Gel,marianaiueo,"Oily, 25 - 29",marianaiueo recommends this product!,13 Mar 2020,"Ga sengaja beli ini buat stok sewaktu kulit lagi radang aja tapi pas kehabisan night cream iseng coba-coba pake aloe vera gel ini sebagai sleeping mask, hasilnya benar-benar bikin muka kayak dilaminating. glow, lembab, sehat dan karena ada kandungan cica (gotu kola) ban ... Read more",5
Aloe Vera Botanical Gel,tharirh,"Combination, 25 - 29",tharirh recommends this product!,08 Mar 2020,"Awalnya beli iseng di Shopee, pas dateng langsung coba pake pas habis mandi ke leher dan muka yg habis exfoliate. Sensasinya dingin dan cepet banget nyerapnya. Baunya gak nyengat dan cenderung plain aja gitu. Gak berapa lama redness di leherku berkurang dan untuk di muk ... Read more",5
Rose Water Soothing Gel,FarhahAthifah,"Normal, 19 - 24",FarhahAthifah recommends this product!,05 Sep 2020,"Awalnya pake yg trial kit varian rose kan ada si water gel ini. Eh malah jadi sukak banget kenapa si gampang banget anaknya suka ama sesuatu. Kayanya kalo yg trial kit ini abis bakal beli yg gede karena ngelembabin banget, tapi karena mukaku cenderung berminyak jd enak ... Read more",5
Rose Water Soothing Gel,Mulitaa02,"Oily, 19 - 24",Mulitaa02 recommends this product!,22 Aug 2020,"PRELOVED Masih 70% 200 ml lagi Aku jual 70k aja, bisa cek di Shopee aku dianimulita Sebenernya bagus diaku, tapi aku punya banyak skincare sayang kalau numpuk Aku banyak preloved skincare mamonde, yukk kak di cek ☺",5
Rose Water Soothing Gel,trigitanaa,"Combination, 19 - 24",trigitanaa recommends this product!,10 Aug 2020,"PRELOVED FREE SAMPLE TONER MAMONDE ROSE WATER . baru 3x Pemakaianan aja, masih 95%. Aku jual 120rb, untuk yang ingin gratis ongkir bisa check shopee “Grizzly Store” @trigitanaaa , produk sudah ada label nomor BPOM dan free box mamonde original.",4
Rose Water Soothing Gel,Jelitaazzura,19 - 24,Jelitaazzura recommends this product!,01 Aug 2020,"[PRELOVED] Aku pake yg kemasan tube yg gede itu. Aku pakenya pas kulitku lg over-exfoiliated. Pas aku coba seminggu, soothingnya terasa bgt sih, apalagi kalo abis dikeluarin dr kulkas. Selama aku pake juga ga bikin breakout. Trs dia langsung nyerep gt, ga kayak natrep y ... Read more",3
Rose Water Soothing Gel,skinplify,"Dry, 30 - 34",skinplify recommends this product!,10 Jul 2020,"Bentuknya gel jadi adem dikulit, cepat menyerap tapi memang tidak super hydrating gtu, buat siang siang cocok bgt. setiap kali pakai kulit ku jadi lebih kenyal, plus wangi nya enakk tapi samar samar jadi gak ganggu. Udah repurchase for the 2nd time.",5
Rose Water Soothing Gel,Fawziasari,"Dry, 35 - 39",Fawziasari recommends this product!,30 Jun 2020,"soothing gel wangi mawar banget. efek menenangkan kulitnya berasa banget, adem di wajah, ga ada kesan lengket juga, suka dipakai buat pengganti lotion juga, dan kadang di pakai di rambut juga kalau rambut lagi kering. kemasan tube nya gede banget, not so travel friendly ... Read more",5
Rose Water Soothing Gel,Menicaso,"Normal, 30 - 34",Menicaso recommends this product!,28 Jun 2020,nah hari ini saya review rose water mamonde yang dari dulu saya pengen tes karena mawar saya dapat mamonde soothing gel yg tube ya... dengan rp 140.000 isi 300 ml aroma gel mirip mawar segar gitu haha.. saya tes pake malam ini enak banget dia ngk lengket kayak soothing ... Read more,4
Rose Water Soothing Gel,trigitanaaa,"Combination, 19 - 24",trigitanaaa recommends this product!,10 Jun 2020,Mamonde rose soothing gel ini berwarna bening ada sedikit wangi rosenya mirip soothing gel merk NR. So far belum menimbulkan efek breakout di wajahku. Tapi aku masih mencari pelembab yg bener-bener menjaga skin barrierku. Repurchase? Maybe,4
Rose Water Soothing Gel,Deecchi,"Combination, 35 - 39",Deecchi recommends this product!,06 Jun 2020,"Soothing gel terbaik yg kupakai. Sejauh ini mengalahkan berbagai merk aloe soothing gel yg pernah aku coba. Tekstur sama spt aloe gel kebanyakan, terbuat dr rose water dengan bau rose yg menenangkan. Beneran melembabkan wajah juga, ga bikin gerah kalaupun dipakai banyak ... Read more",5
Rose Water Soothing Gel,stefanny.g,"Dry, 25 - 29",stefanny.g recommends this product!,02 Jun 2020,rose gel dari mamonde ini awalnya nga nyangka sih ngelembab in banget soalnya texturenya gel dan ternyata kaget dongg cocok banget di kulit ak yg super kering ini uda pake sampe jar ke 3 sih ini saking bagusnya lebih cocok kalau di combone sama rose water dri mamonde ju ... Read more,5
Tendercare,Tyana,"Combination, 25 - 29",Tyana recommends this product!,2 days ago,dulu jaman kuliah dibela2in nabung buat beli ini. karena harganya lumayan buat pelajar sih apalagi kemasannya mungil banget 😅. kulitku kering banget yang sampe ngelupas gitu. pas abis pake ini jadi terselamatkan. lembab dan sehat.,5
Tendercare,Nurchanf,"Dry, 25 - 29",Nurchanf doesn't recommend this product!,4 days ago,Saya beli karena ditawarin teman sendiri dan harganya termasuk yang paling murah dari produk yang lain. Dari keterangan produknya sih multi fungsi bisa nglembabin gitu. Namun di saya tidak ngaruh apa-apa.jika diaplikasikan ke bibir rasanya malah jadi berat gitu lembab d ... Read more,3
Tendercare,Ivennawindika,"Combination, 19 - 24",Ivennawindika recommends this product!,12 Sep 2020,"ini tuh savior banget lo serius. aku pake ini udah ada 2 tahunan lebih mungkin, dan selalu repurchase, jadi dia selalu ada di deretan skincare aku wkwk. cuma buat yg varian ori aku lebih suka pakein doi di tempat lain kecuali bibir, karena ga seberapa suka sama wanginya ... Read more",5
Tendercare,dnvtapp,"Oily, 19 - 24",dnvtapp recommends this product!,12 Sep 2020,"aku dulu pemakai setia tender care. dari yang varian biasa sampai muncul varian varian baru.. 2012 mulai coba, nah tender care terakhir kubeli si biru, karena udah stop jualan, pemakaiannya enak, untuk bibir jadi lembut, siku juga lembut, apalagi mata kaki ilang dah bek ... Read more",5
Tendercare,Nyull,"Dry, 30 - 34",Nyull recommends this product!,04 Sep 2020,"pakai ini udah belasan tahun..dari masa sma dulu..pelembab serba guna rambut kering, kaki pecah2, kulit wajah kering, siku dan betis kering dan bibir kering tinggal oles aja..harga nya juga terjangkau dan walau kecil tapi cukup awet",5
Tendercare,emily_aponno,"Combination, 25 - 29",emily_aponno recommends this product!,01 Sep 2020,"Ini produk best seller yg multifungsi. Bisa utk pelembao kulit, rambut, kuku, dan bibir. Bisa untuk pelengkap makeup, jd base eyeshadow, dan bahkan untuk campuran foundation. Selain itu, tender care meredakan iritasi kulit. Kemerahan dan dermatitis bisa mereda pakai ten ... Read more",5
Tendercare,WandaKhairina20,"Dry, 19 - 24",WandaKhairina20 recommends this product!,30 Aug 2020,"Lip balm favorittttt!!! Bener bener suka banget sama produk ini, apalagi yg varian blackcurrant wanginya enak. Tiap abis mandi sama mau tidur rutin pake ini di bibir, pinggiran item di bibir jadi berkurang. Udah gitu produknya jg bisa banget dipake buat ilangin bekas lu ... Read more",5
Tendercare,ajenganisaa,"Combination, 19 - 24",ajenganisaa recommends this product!,02 Aug 2020,"awalnya dikasih sama kakak aku, tapi sempet off pake ini. akhirnya aku pake lagi, ga ada efek mencerahkan sihh tapiiiiii melembabkan banget dan ga bikin 'becek' dibibir wkwk.... aku pakenya sih lebih sering buat bibir, kadang disiku atau lutut kalo lagi kering",5
Tendercare,Meidatia,"Oily, 25 - 29",Meidatia recommends this product!,22 Jul 2020,"must have item!!! multifunction balm yg bener2 fungsinya bisa dipake dari kepala sampe kaki. selain biasanya dipake sebagai lip balm, aku juga biasa dipakein buat calon jerawat yg mau nongol, dipake malem sebelum tidur, paginya udah gak kerasa tuh bengkaknya. selain unt ... Read more",5
Tendercare,Derahmania,"Oily, 19 - 24",Derahmania recommends this product!,17 Jul 2020,"lip care favorit, pakainya kalo lg kering atau sebelum tidur, tapi ngga setiap hari, karna kalo setiap hari akan ada saatnya kulit bibir jd kering banget sebelum ngelupas. jadi aku pake ga tiap hari, nah pakenya malem sblm tidur, paginya aku basahin bibir pake air dan d ... Read more",4
Protect Me Sunscreen,nulheamjoy,"Combination, 18 and Under",nulheamjoy recommends this product!,a day ago,"Beli ini waktu pas diskon di shopee, so far harganya murah banget, teksturnya kyk soft cream gt cuma dia aga cair aja. Gampang bgt di blend, dikit aja kyk udh nyebar di muka. Tapi tetep sunscreen pakenya hrus aga banyak, dia lumyn greasy gt, after look nya dewy, buat oi ... Read more",4
Protect Me Sunscreen,alviiraa,"Dry, 19 - 24",alviiraa recommends this product!,6 days ago,"Sunscreen ini superr ringan dan cepet nyerap, ga ada bau aneh2 dan yg buat aku suka inituh ga buat muka kucel dan minyakan. Malah stelah pake ini malah keliatan lebih cerah gt (sprti ada efek tone up nya). Di aku ini jg ga buat breakout. Kalau buat dirumah pake ini aja ... Read more",5
Protect Me Sunscreen,DefaniihsaIzzaty,"Combination, 19 - 24",DefaniihsaIzzaty recommends this product!,10 Sep 2020,Beli ini karena masih wfh jadi pengen sunscreen yang ringan dan ga butuh SPF yg tinggi2 amat .Pernah juga denger kalo kulit oily lebih baik pake sunscreen yg SPF 30 aja tuh dah bagus buat kulit (dr. Richard di youtube). Karena kalo SPF terlalu tinggi malah makin berat d ... Read more,4
Protect Me Sunscreen,Meisya_p,"Normal, 18 and Under",Meisya_p recommends this product!,06 Sep 2020,"baguus bgt ga boong,ga lengket mudah meresap juga,aku recomended bgt si,bikin lembab juga karena ada aloeveranya,ga bikin berminyak juga,spfnya 30,harganya juga cocok kok buat kantong remaja,awalnya ku kira bakal ga cocok ternyata cocok bgt",5
Protect Me Sunscreen,Sellapermataa,"Dry, 25 - 29",Sellapermataa recommends this product!,06 Sep 2020,ga lengket ga berbau dan ga bikin bruntusan nyerep aja gt ga kaya pake apa apa paling suka sama tekstur nya sih kalo ini abis bakal beli lagi karna amannnnn ga bikin jerawat atau apalah bakal beli lagi pas ini udah abis,5
Protect Me Sunscreen,Catheriinezh,"Combination, 18 and Under",Catheriinezh doesn't recommend this product!,05 Sep 2020,"Kalau kata teman dan fdaily ini pada cocok cuma memang dasarnya muka ku ini sensian, ga ngaruh di aku , dan memang ga lengket sih formulanya cuma abis pakai ini aku langsung jerawatan kecil kecil di muka kurang cocok sksksks , akhirnya dikasihin ke mamaku",3
Protect Me Sunscreen,Alvinatsbt,"Combination, 19 - 24",Alvinatsbt recommends this product!,03 Sep 2020,"buat yang nyari sunscreen murah aku saranin pake ini. wanginya agak kyk lemon gitu dan ga ganggu samsek, teksturnya encer bgt tapi jadinya gampang meresap. kalo sebelumnya pake moisturizer yang teksturnya powdery, sunscreen ini jadi agak susah ngeblendnya.. jd mending k ... Read more",5
Protect Me Sunscreen,Vivinoctii,"Oily, 18 and Under",Vivinoctii doesn't recommend this product!,29 Aug 2020,"sunscreen nya murah bangedd, di aku ga bikin jerawatan, ga panas ga perih juga, tapiii bkin komedoan huhu, ada tone up nya jdi pas di pke kek lebih cerah gtu, cuman ya itu bkin komedoan, oiya kulit ak type nya sensitive to oily",3
Protect Me Sunscreen,RiaAprianti98,"Combination, 19 - 24",RiaAprianti98 recommends this product!,14 Aug 2020,"Beli ini karna ada lagi diskonan cuma 18k, mau gantiin yg wardah karna bikin kusam dan beruntusan, pertama kali pake sesudah pake moisturizer gk bisa nyerap, kedua kali pake gk pake moisturizer dulu lumayan bisa nyerap tapi pakenya hrus dikit, lumayan bikin cerah tapi k ... Read more",3
Protect Me Sunscreen,drst97,"Combination, 19 - 24",drst97 recommends this product!,31 Jul 2020,"awalnya underestimate sih sama produk ini, bayangin cuma 17-20k doaanggg. tapi ternyata bagus bangettt 😭 ga bikin whitecast, langsung bikin glowing tanpa bikin dekil abisnya. harus bgt nyoba buat low budget sunscreen",5
GLOWING GREEN JELLY TREATMENT,titinuraini,"Normal, 19 - 24",titinuraini recommends this product!,5 days ago,"Lumayan sih produknya, bikin cepet mateng tu jerawat, tapi tetep semingguan sih efeknya di aku baru jerawatnya pada ilang. Bagusnya ga bikin ada bekas dan jerawat yang meradang juga bakal calming sama dia jadi patut buat di coba sih.",3
GLOWING GREEN JELLY TREATMENT,bella015,"Combination, 19 - 24",bella015 recommends this product!,26 Aug 2020,"Ini produk bener2 bagus banget . aku always pake sebelum tidur dengan serangkaian skincareku . daann pas pagi harinya kulitku berasa kenyal, halus dan lebih cerah glowy gitu . aku juga suka sama wanginya , calming ! aku rutin pake setiap hari bruntusan dimuka juga pada ... Read more",5
GLOWING GREEN JELLY TREATMENT,mithaa3,"Dry, 18 and Under",mithaa3 recommends this product!,11 Aug 2020,"waktu itu pakai skitar 1 bulan barulah jerawat ilang total ... sekarang aku masih suka pakai walaupun udah gak jerawatan lagi, tp kadang suka bruntusan kalau habis panas2an diluar sana .. jellynya cukup ademin kulitku makin moist dan keliatan flawless..",5
GLOWING GREEN JELLY TREATMENT,milla21,"Combination, 19 - 24",milla21 recommends this product!,14 Jul 2020,ini produk amazing bgt !! pake ini pas jerawat lagi mateng2nya ehhh terus kering dong padahal baru pake 2 kali doang hihii … buat teksturnya gel gitu hampir sama kayak aloevera gel dan gak lengket juga kok di kulit. Mau pake terus ah smpe jerawat bener2 ilang 🥰,5
GLOWING GREEN JELLY TREATMENT,Tantri12,"Normal, 19 - 24",Tantri12 recommends this product!,13 Jul 2020,"muka bermasalah sama jerawat aku udah lumayan lama banget , gak nemu obat yg cocok terus dikasih tau sama temen buat pake green jelly ini ... gak nyangka segitu ngaruhnya buat jerawatku, jadi kempes dan kerasa banget worksnya di muka pas di oles ngresepnya ke kulit agak ... Read more",5
GLOWING GREEN JELLY TREATMENT,ShineBright,"Combination, 18 and Under",ShineBright doesn't recommend this product!,10 Jul 2020,"Mohon maaf tapi aku harus bilang produk ini tidak cocok denganku. Aku tipe kulit yang oily. Pertama kali coba enggak ada efek apa², hari kedua dan ketiga lumayan bikin wajah cerah, noda hitam sedikit memudar, hari berikutnya kulit makin kusem, kering, dan beruntusan di ... Read more",1
GLOWING GREEN JELLY TREATMENT,mona16,"Dry, 18 and Under",mona16 recommends this product!,07 Jul 2020,green jelly ini obar jerawat & bruntusan yg paling real buat aku!!!!💤 sering bgt tiba2 ada bruntus di jidat dioles malemnya pake ini langsung pada ciut wkwk ..jerawat juga gitu meski gak lgsung ilang tp lebih kalem aja pagi langsung mengecil terus lama2 kaburr gak pami ... Read more,5
GLOWING GREEN JELLY TREATMENT,lely471,"Normal, 18 and Under",lely471 recommends this product!,06 Jul 2020,"Aku sebelum pake green jelly ini udah cape duluan nyobain obat jerawat sampai beli paket krim navagreen tp stop juga karena gak cocok. Seneng banget dong akhirnya ketemu sama produk jelly roro mendut ini ,aku pake setiap hari pagi-malam dan baru 2 minggu aja udah banyak ... Read more",5
GLOWING GREEN JELLY TREATMENT,anggun23,"Dry, 18 and Under",anggun23 recommends this product!,13 Jun 2020,produk ini gak instan efeknya. gak yang 1 atau 2 hari buat ilangin jerawatku !! butuh waktu skitar 3 mingguan dengan intensitas pemakaian pagi dan malam rutin brulah jerawat2 itu kempes dan lenyap .. harganya juga cukup terjangkau yg kemasan mini 55k . selain pake green ... Read more,5
GLOWING GREEN JELLY TREATMENT,Kurniameilia,"Combination, 19 - 24",Kurniameilia recommends this product!,29 May 2020,Bagus si bantu ngecili. Jerawat tanpa bikin kering berlebih cmn ya gak langsung kcil GT si. Bikin cerah jg ssedikit. Kalau di ake rutin n aku agak parno pake ini takut bulu wajah makin panjang karena ada kandungan Aloe. Bulu muka ku jd panjang semenjak pke Aloe Vera gel ... Read more,5
Aloe-HA Aloe Vera Gel,reinardus,"Combination, 19 - 24",reinardus recommends this product!,a day ago,"udh tube kedua. suka banget sama applicatornya yang buat massaging, gelnya ada cooling sensationnya juga walau gak dimasukin kulkas. Multifunction banget gelnya dan beneran ngelembabin, biasa aloe vera setelah meresap suka ga ada rasanya, ini hidrasinya cukup long lasti ... Read more",5
Aloe-HA Aloe Vera Gel,Rikamaydaw,"Oily, 19 - 24",Rikamaydaw recommends this product!,27 Aug 2020,"Aku mau preloved 50K aja, dijamin ori aku beli langsung di storenya di plaza indo. Cuma pakai beberapa kali dan tipis tipis bgttt. Pemakaian higienis, roll tdk pernah dipakai sama sekali ya. SOLD. thankyouuuuuuuuuuuuuuuuuuuuuuuuuuu",3
Aloe-HA Aloe Vera Gel,deasyjaslim,"Normal, 25 - 29",deasyjaslim recommends this product!,25 Aug 2020,"Aloe vera yang non alcohol dan non perfume! buat kulit sensitif ini cocok bgttt, bikin dingin dan melembabkan jg.. dan yg paling aku suka adalah si botolnya ini berbentuk roll on..praktis bgt dan higienis, krna ga perlu cocol2 lg. Aku sih lbh prefer ini dibanding si nat ... Read more",5
Aloe-HA Aloe Vera Gel,Shafakhrnnisa24,"Oily, 19 - 24",Shafakhrnnisa24 recommends this product!,20 Aug 2020,"Finally nemuin pelembab yg cocok di kulit ku yg oily ini. Teksturnya tu ga thick, tapi juga ga terlalu cair juga si. Pokoknya pas bgt buat kulit berminyak. Aku jadiin ini moisturizer, cepet menyerap di muka dan ringan bgt tapi udh cukup menghidrasi banget. Ga nimbulin e ... Read more",5
Aloe-HA Aloe Vera Gel,Yusnilaaa,"Oily, 18 and Under",Yusnilaaa recommends this product!,06 Aug 2020,Ini moisturizer kecintaaan kedua kuu setelah wardah aleovera gel. Packagingnya lucu bangett pinky gituuuu. Aku emang suka moisturozer yang gel. Karna kalau yg cream gitu suka buat berminyakk dann muncul bruntusannn. Tapi ini ga yang ngelembapin gitu. Tapi tetap baguss k ... Read more,5
Aloe-HA Aloe Vera Gel,liahimnida,"Dry, 19 - 24",liahimnida recommends this product!,04 Aug 2020,"The best aloe-content product. Bener"" soothing, calming dan moisturize kulitku yang lagi dehidrasi dan sensitif. It works well on my under eyes area as well!! so recommended. And now im using my 4th tube, it's so good guys!",5
Aloe-HA Aloe Vera Gel,tatunupus,"Dry, 25 - 29",tatunupus recommends this product!,14 Jul 2020,"Kebanyakan jual aloe vera di jar gitu yg agak susah untuk ambilnya, tangan mesti bersih atau steril dulu atau mesti pake spatula yg bersih juga. Semenjak ada ini jadi simpel banget! Udah gitu gampang dibawa kemana2 dan ini ngefek banget sih kalo rutin pake di kulit yg k ... Read more",5
Aloe-HA Aloe Vera Gel,ririnpyoung,"Combination, 25 - 29",ririnpyoung recommends this product!,14 Jul 2020,"menurut aku ini must have product karena dia bisa multi fungsi mulai dari mosturizer, untuk rambut dan kuku juga. beda sama produk aloe lain, produk ini kalau di aku bisa menenangkan jerawat yang mau timbul, untuk jerawat2 yang mau timbul aku pake ini keesokan harinya ... Read more",5
Aloe-HA Aloe Vera Gel,peanutbunny0109,"Oily, 19 - 24",peanutbunny0109 recommends this product!,20 Jun 2020,"Awalnya tertarik karna ada kandungan Hyaluronic Acid tapi baru sadar ketika produk sudah sampai sebenernya HA nya ga tinggi2 bgt. Yaa produknya yg sesuai dg namanya (aloe vera gel), awal2 ku pakai tiap malam sbg pengganti moisturizer/night cream namun makin kesini aku p ... Read more",3
Aloe-HA Aloe Vera Gel,larasx,"Normal, 25 - 29",larasx recommends this product!,20 Jun 2020,"Menurutku, produk ini biasa aja ga yang terlalu hebat. Kalau digunakan sebagai bas makeup/moisturizer kurang baik performanya, tp aku menemukan triknya kalau mau pake inisebagai base makeup enak pas si Aloe HA ini setengah kering, jd si makeup finishnya bisa agak dewy d ... Read more",4
Iceland Hydrating Soothing Gel,silviwasilahst,"Combination, 19 - 24",silviwasilahst recommends this product!,05 Sep 2020,"beli ini waktu muka sun burn abis berenang pas diaplikasiin ke wajah sensasinya adem, gak lengket, hasilnya bikin glowing dan sangat menghidrasi kulit. tapi kalo buat kulit yg kering/dehidrasi bgt bikin agak panas pas awal make.",4
Iceland Hydrating Soothing Gel,owyulialagi,"Combination, 25 - 29",owyulialagi recommends this product!,07 Aug 2020,"Dipake klo after sun aja, habis mantai, habis panasan, habis capek capek pokoknya tapi dibersihin dulu mukanya rasanya cessss banget krn selain kandungan aloe vera ada kandungan iceland gt yg bikin super dingin meskipun gak ditaruh di kulkas, lebih cocok buat kulit keri ... Read more",4
Iceland Hydrating Soothing Gel,reginaegik,"Oily, 19 - 24",reginaegik recommends this product!,23 Jul 2020,"Beli ini krn diskon di sociolla dan lg btuh bgt mosturizer. It does what it says. Soothing iya, hydrating iya. Mukaku oily sensitif, ini kujadiin mosturizer sehari2 krn ringan dan cepet nyerap. Klo org lain yg mukanya dry, mngkin ini krg cocok. Aku jg pny perioral derma ... Read more",4
Iceland Hydrating Soothing Gel,engginee,"Combination, 19 - 24",engginee doesn't recommend this product!,20 Jul 2020,"aku dapat produk ini pas beli bundling skincare 500k worth 1 million. karena bau alkoholnya lumayan kenceng, aku gak berani pake ini di wajah. jadi aku pake di badan. dipakai sehabis mandi, saat kulit terasa kering, sebelum keluar rumah supaya wangi atau abis panas pana ... Read more",5
Iceland Hydrating Soothing Gel,giulia_ds,"Oily, 30 - 34",giulia_ds recommends this product!,03 Jul 2020,"Selain the saem aloe vera gel yang aku purchase aku juga beli ini, dungsi sama tapi lebih melembabkan kulit, karena tipe kulit ku emang rada kering, texture sama gel kental, cepat nyerap dan ga lengket, lebih dingin dri aloe ver gel , mau sensasi lebih dingin lagi? Aku ... Read more",4
Iceland Hydrating Soothing Gel,Liahildalia,,Liahildalia recommends this product!,28 Jun 2020,"Dicobain ini sama tante ku, eh malah jadi ketagihan. Bener2 melembabkan, kemudian efek dingin itu emang bener2 membuat kulit seolah jadi lebih tenang, kalo malam ku jadikan skincare, kalo pagi make ini bisa bikin makeup jadi lebih awet dan gak cepat kering",5
